customer,st_x,gender_x,education_x,customer_lifetime_value_x,income_x,monthly_premium_auto_x,number_of_open_complaints_x,policy_type_x,vehicle_class_x,total_claim_amount_x,st_y,gender_y,education_y,customer_lifetime_value_y,income_y,monthly_premium_auto_y,number_of_open_complaints_y,total_claim_amount_y,policy_type_y,vehicle_class_y,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
ef52334,,,,,,,,,,,,,,,,,,,,,washington,3261.01744,bachelor,m,0.0,93.0,0.0,personal auto,669.6,four-door car
ef52978,,,,,,,,,,,az,f,high school or below,477712.16%,0.0,62.0,1/0/00,297.6,personal auto,four-door car,,,,,,,,,,
ef84269,,,,,,,,,,,california,f,college,556865.65%,51489.0,139.0,1/0/00,236.739322,personal auto,suv,,,,,,,,,,
ef87528,,,,,,,,,,,arizona,m,college,463654.65%,26802.0,66.0,1/1/00,316.8,special auto,two-door car,,,,,,,,,,
ef99768,,,,,,,,,,,,,,,,,,,,,california,4424.579094,high school or below,f,37800.0,112.0,0.0,corporate auto,662.715218,suv
eg10175,,,,,,,,,,,,,,,,,,,,,california,7781.89849,master,f,57474.0,97.0,0.0,personal auto,280.037716,two-door car
eg12987,,,,,,,,,,,,,,,,,,,,,california,4845.002948,bachelor,f,0.0,65.0,0.0,personal auto,129.165554,two-door car
eg16813,,,,,,,,,,,,,,,,,,,,,arizona,5515.246935,college,f,75963.0,69.0,0.0,corporate auto,102.147789,two-door car
eg21289,,,,,,,,,,,,,,,,,,,,,california,7764.273102,college,f,58419.0,191.0,0.0,personal auto,202.468807,luxury car
eg36536,,,,,,,,,,,,,,,,,,,,,arizona,8496.063681,bachelor,m,24031.0,109.0,0.0,personal auto,523.2,sports car
eg40670,cali,f,bachelor,623268.79%,28334.0,83.0,1/0/00,special auto,four-door car,537.765151,,,,,,,,,,,,,,,,,,,,
eg40823,,,,,,,,,,,oregon,f,bachelor,430347.14%,0.0,116.0,1/0/00,765.566699,personal auto,suv,,,,,,,,,,
eg54606,,,,,,,,,,,,,,,,,,,,,california,5218.97082,bachelor,m,21371.0,66.0,0.0,personal auto,590.017366,four-door car
eg56026,,,,,,,,,,,nevada,f,high school or below,327516.20%,69263.0,81.0,1/2/00,494.847804,personal auto,two-door car,,,,,,,,,,
eg62398,california,f,high school or below,799814.38%,29066.0,100.0,1/0/00,personal auto,suv,844.229478,,,,,,,,,,,,,,,,,,,,
eg81847,,,,,,,,,,,,,,,,,,,,,california,14255.23041,high school or below,f,31027.0,124.0,1.0,personal auto,597.578875,suv
eg94326,,,,,,,,,,,nevada,m,high school or below,427727.01%,77265.0,107.0,1/0/00,513.6,personal auto,suv,,,,,,,,,,
eg94409,,,,,,,,,,,,,,,,,,,,,nevada,4697.152892,high school or below,f,0.0,67.0,0.0,special auto,482.4,four-door car
eg97649,,,,,,,,,,,,,,,,,,,,,oregon,3451.10244,college,f,0.0,104.0,2.0,personal auto,499.2,suv
eh13261,,,,,,,,,,,,,,,,,,,,,california,2637.148672,master,m,50512.0,67.0,0.0,personal auto,351.403677,four-door car
eh16250,arizona,m,bachelor,770528.33%,25290.0,66.0,1/0/00,personal auto,four-door car,382.085897,,,,,,,,,,,,,,,,,,,,
eh22538,,,,,,,,,,,,,,,,,,,,,california,2574.198807,high school or below,m,43846.0,65.0,1.0,personal auto,125.52458,four-door car
eh24828,,,,,,,,,,,nevada,m,college,238977.41%,58652.0,64.0,1/5/00,307.2,personal auto,four-door car,,,,,,,,,,
eh27304,,,,,,,,,,,,,,,,,,,,,california,2955.495724,doctor,f,56502.0,74.0,0.0,personal auto,355.2,four-door car
eh37385,,,,,,,,,,,arizona,f,master,878988.41%,22849.0,109.0,1/0/00,523.2,personal auto,sports car,,,,,,,,,,
eh41854,wa,f,high school or below,2370611.34%,0.0,96.0,1/1/00,personal auto,two-door car,844.481918,,,,,,,,,,,,,,,,,,,,
eh51056,,,,,,,,,,,,,,,,,,,,,california,2750.878284,high school or below,m,93102.0,68.0,0.0,personal auto,578.945761,two-door car
eh69733,,,,,,,,,,,,,,,,,,,,,arizona,3349.639274,bachelor,m,78092.0,84.0,0.0,corporate auto,344.015386,four-door car
eh70612,,,,,,,,,,,,,,,,,,,,,california,1918.1197,college,m,0.0,61.0,2.0,personal auto,439.2,two-door car
eh86912,,,,,,,,,,,,,,,,,,,,,california,8420.43119,college,m,28617.0,112.0,0.0,personal auto,797.595611,suv
ei10204,,,,,,,,,,,,,,,,,,,,,oregon,15114.40241,high school or below,f,28513.0,100.0,1.0,personal auto,480.0,suv
ei17022,,,,,,,,,,,,,,,,,,,,,washington,12168.74492,bachelor,m,14973.0,115.0,0.0,corporate auto,828.0,suv
ei17753,,,,,,,,,,,,,,,,,,,,,oregon,4428.031583,high school or below,f,58577.0,110.0,0.0,personal auto,303.872752,suv
ei29901,,,,,,,,,,,,,,,,,,,,,arizona,7295.42703,bachelor,m,26849.0,62.0,0.0,personal auto,38.309313,four-door car
ei32190,,,,,,,,,,,,,,,,,,,,,arizona,6920.999642,doctor,m,67534.0,87.0,2.0,personal auto,104.905661,four-door car
ei45850,,,,,,,,,,,california,f,bachelor,777800.56%,25970.0,72.0,1/3/00,430.818992,personal auto,four-door car,,,,,,,,,,
ei46264,california,m,high school or below,253781.39%,56621.0,65.0,1/2/00,personal auto,four-door car,84.026848,,,,,,,,,,,,,,,,,,,,
ei57866,,,,,,,,,,,,,,,,,,,,,arizona,2584.824329,master,m,60942.0,64.0,0.0,special auto,288.205261,two-door car
ei58541,,,,,,,,,,,,,,,,,,,,,washington,2719.506996,college,f,14030.0,72.0,0.0,personal auto,345.6,two-door car
ei58852,,,,,,,,,,,,,,,,,,,,,arizona,21205.37785,high school or below,f,24930.0,76.0,0.0,personal auto,364.8,four-door car
ei71732,oregon,f,doctor,626534.33%,0.0,84.0,1/1/00,personal auto,four-door car,481.025786,,,,,,,,,,,,,,,,,,,,
ei85244,cali,m,college,825506.01%,0.0,134.0,1/3/00,personal auto,suv,643.2,,,,,,,,,,,,,,,,,,,,
ei85578,,,,,,,,,,,,,,,,,,,,,california,3837.615029,bachelor,f,0.0,106.0,0.0,personal auto,117.229971,suv
ei89831,,,,,,,,,,,,,,,,,,,,,nevada,7743.918426,bachelor,f,96961.0,64.0,0.0,corporate auto,81.377259,two-door car
ei91403,cali,m,high school or below,257827.10%,34946.0,65.0,1/0/00,personal auto,two-door car,420.35698,,,,,,,,,,,,,,,,,,,,
ej19449,california,f,college,272221.07%,17576.0,71.0,1/0/00,special auto,four-door car,398.502948,,,,,,,,,,,,,,,,,,,,
ej43595,,,,,,,,,,,california,m,high school or below,478477.35%,0.0,72.0,1/0/00,779.629297,corporate auto,four-door car,,,,,,,,,,
ej44139,oregon,m,bachelor,2142363.72%,0.0,65.0,1/0/00,personal auto,two-door car,312.0,,,,,,,,,,,,,,,,,,,,
ej67407,,,,,,,,,,,,,,,,,,,,,arizona,8024.508444,high school or below,m,95191.0,101.0,0.0,corporate auto,316.111035,four-door car
ej73184,,,,,,,,,,,,,,,,,,,,,california,4743.694528,bachelor,f,83413.0,118.0,0.0,personal auto,134.801691,suv
ej77557,,,,,,,,,,,,,,,,,,,,,california,7294.5816,high school or below,m,76407.0,91.0,0.0,personal auto,436.8,four-door car
ej77678,oregon,,master,323536.05%,75690.0,80.0,1/1/00,personal auto,four-door car,384.0,,,,,,,,,,,,,,,,,,,,
ej86526,,,,,,,,,,,,,,,,,,,,,oregon,5490.775023,bachelor,f,49480.0,70.0,1.0,corporate auto,72.686545,four-door car
ej90880,,,,,,,,,,,california,m,college,279045.82%,28786.0,71.0,1/1/00,345.619809,personal auto,four-door car,,,,,,,,,,
ej95100,,,,,,,,,,,,,,,,,,,,,california,2774.799523,master,f,0.0,74.0,0.0,personal auto,355.2,four-door car
ej96266,,,,,,,,,,,,,,,,,,,,,california,2965.71995,college,f,26472.0,74.0,0.0,personal auto,355.2,four-door car
ej97834,,,,,,,,,,,,,,,,,,,,,nevada,2619.478929,high school or below,f,93987.0,65.0,0.0,personal auto,251.321448,two-door car
ek10022,,,,,,,,,,,,,,,,,,,,,california,14057.42125,bachelor,m,36261.0,118.0,0.0,corporate auto,1197.713861,suv
ek13316,,,,,,,,,,,,,,,,,,,,,arizona,5416.413581,bachelor,f,53249.0,67.0,0.0,personal auto,343.340361,four-door car
ek19337,,,,,,,,,,,oregon,f,high school or below,304025.38%,0.0,83.0,1/0/00,989.105367,personal auto,four-door car,,,,,,,,,,
ek40672,,,,,,,,,,,,,,,,,,,,,california,2393.1169,college,m,22981.0,69.0,0.0,personal auto,16.80116,four-door car
ek50729,,,,,,,,,,,,,,,,,,,,,oregon,4582.647706,bachelor,m,0.0,67.0,0.0,personal auto,321.6,four-door car
ek56325,,,,,,,,,,,,,,,,,,,,,arizona,6637.228238,high school or below,m,0.0,92.0,2.0,personal auto,662.4,four-door car
ek58626,,,,,,,,,,,,,,,,,,,,,oregon,3561.595726,bachelor,m,0.0,105.0,0.0,personal auto,504.0,suv
ek59571,oregon,m,college,388545.64%,0.0,105.0,1/0/00,corporate auto,four-door car,504.0,,,,,,,,,,,,,,,,,,,,
ek61334,,,,,,,,,,,,,,,,,,,,,california,3669.83263,bachelor,f,0.0,95.0,0.0,personal auto,429.657692,four-door car
ek71077,,,,,,,,,,,,,,,,,,,,,california,11510.36033,bachelor,f,0.0,61.0,0.0,corporate auto,439.2,four-door car
ek87467,,,,,,,,,,,,,,,,,,,,,arizona,2722.210707,college,f,17576.0,71.0,0.0,personal auto,398.502948,four-door car
ek87864,arizona,f,college,282194.72%,38977.0,70.0,1/0/00,special auto,four-door car,139.489926,,,,,,,,,,,,,,,,,,,,
ek91340,oregon,m,bachelor,754661.35%,31266.0,193.0,1/0/00,corporate auto,luxury car,926.4,,,,,,,,,,,,,,,,,,,,
ek95340,,,,,,,,,,,,,,,,,,,,,washington,8355.512557,master,m,49564.0,105.0,0.0,corporate auto,661.608936,four-door car
el11108,,,,,,,,,,,,,,,,,,,,,oregon,14191.59699,doctor,f,25575.0,117.0,0.0,personal auto,561.6,suv
el41362,,,,,,,,,,,,,,,,,,,,,california,5329.12883,college,f,99839.0,66.0,0.0,personal auto,468.203397,four-door car
el42453,,,,,,,,,,,,,,,,,,,,,washington,2519.569496,bachelor,m,41372.0,64.0,0.0,personal auto,307.2,four-door car
el44544,,,,,,,,,,,,,,,,,,,,,oregon,13009.24125,high school or below,f,57591.0,66.0,0.0,corporate auto,316.8,four-door car
el55611,,,,,,,,,,,,,,,,,,,,,california,5555.492159,high school or below,f,51705.0,139.0,0.0,personal auto,545.291103,suv
el61402,,,,,,,,,,,arizona,f,bachelor,609846.21%,74257.0,76.0,1/0/00,214.586742,personal auto,four-door car,,,,,,,,,,
el62967,,,,,,,,,,,oregon,f,high school or below,271291.56%,58508.0,69.0,1/0/00,57.614392,personal auto,two-door car,,,,,,,,,,
el67979,,,,,,,,,,,,,,,,,,,,,california,17223.06591,college,m,22346.0,64.0,0.0,personal auto,307.2,four-door car
el70257,,,,,,,,,,,california,f,high school or below,840439.51%,48315.0,71.0,1/0/00,340.8,personal auto,four-door car,,,,,,,,,,
el77795,,,,,,,,,,,,,,,,,,,,,california,5437.908293,college,f,23339.0,138.0,0.0,corporate auto,666.307195,suv
el81968,,,,,,,,,,,,,,,,,,,,,oregon,7661.388132,bachelor,m,66726.0,97.0,1.0,personal auto,335.840529,two-door car
el82767,,,,,,,,,,,,,,,,,,,,,arizona,3722.368016,college,f,0.0,109.0,2.0,personal auto,523.2,suv
el88957,,,,,,,,,,,california,m,college,346012.30%,0.0,100.0,1/1/00,720.0,personal auto,suv,,,,,,,,,,
el89222,,,,,,,,,,,,,,,,,,,,,california,8609.158215,bachelor,f,79090.0,107.0,0.0,personal auto,289.040734,suv
el92515,,,,,,,,,,,oregon,f,college,1121159.03%,41121.0,94.0,1/0/00,451.2,personal auto,four-door car,,,,,,,,,,
el93539,california,m,master,575744.23%,88997.0,72.0,1/0/00,special auto,four-door car,174.041566,,,,,,,,,,,,,,,,,,,,
el99335,,,,,,,,,,,california,f,college,268517.77%,20608.0,73.0,1/0/00,350.4,personal auto,four-door car,,,,,,,,,,
em16179,,,,,,,,,,,,,,,,,,,,,arizona,8274.145703,college,f,69011.0,70.0,0.0,personal auto,336.0,four-door car
em27919,cali,m,bachelor,445811.34%,17622.0,65.0,1/1/00,personal auto,four-door car,312.0,,,,,,,,,,,,,,,,,,,,
em29019,,,,,,,,,,,,,,,,,,,,,arizona,8447.888167,bachelor,f,61337.0,105.0,0.0,personal auto,2.54009,suv
em29359,nevada,male,college,712659.65%,17483.0,183.0,1/0/00,personal auto,luxury car,1317.6,,,,,,,,,,,,,,,,,,,,
em32982,,,,,,,,,,,,,,,,,,,,,arizona,4472.334422,doctor,f,53519.0,111.0,0.0,corporate auto,520.036279,suv
em39400,,,,,,,,,,,,,,,,,,,,,nevada,2840.302575,bachelor,m,79181.0,72.0,0.0,personal auto,241.277426,four-door car
em43724,nevada,,bachelor,250910.79%,33555.0,63.0,1/0/00,personal auto,four-door car,101.89645,,,,,,,,,,,,,,,,,,,,
em53324,,,,,,,,,,,,,,,,,,,,,oregon,7343.52792,college,f,0.0,72.0,3.0,personal auto,345.6,four-door car
em66435,oregon,f,bachelor,262331.54%,80210.0,65.0,1/0/00,corporate auto,four-door car,20.543176,,,,,,,,,,,,,,,,,,,,
em77767,,,,,,,,,,,,,,,,,,,,,oregon,10932.21496,college,f,72462.0,68.0,0.0,personal auto,272.737308,two-door car
em78211,,,,,,,,,,,,,,,,,,,,,oregon,2659.70565,college,f,0.0,87.0,3.0,special auto,420.041981,four-door car
em85557,,,,,,,,,,,washington,f,college,802106.71%,54292.0,67.0,1/0/00,321.6,personal auto,four-door car,washington,8021.067105,college,f,54292.0,67.0,0.0,personal auto,321.6,four-door car
em89554,,,,,,,,,,,,,,,,,,,,,oregon,8617.550432,bachelor,f,48091.0,108.0,0.0,personal auto,132.041491,suv
en21086,arizona,f,high school or below,688909.80%,0.0,63.0,1/0/00,personal auto,four-door car,302.4,,,,,,,,,,,,,,,,,,,,
en27946,,,,,,,,,,,,,,,,,,,,,california,8391.133455,high school or below,m,40211.0,106.0,2.0,personal auto,710.740743,two-door car
en31802,,,,,,,,,,,,,,,,,,,,,california,36168.34106,high school or below,m,74140.0,101.0,2.0,personal auto,484.8,suv
en32990,,,,,,,,,,,,,,,,,,,,,arizona,5349.996572,college,f,89158.0,67.0,0.0,personal auto,272.195232,four-door car
en38348,,,,,,,,,,,oregon,f,high school or below,2320726.97%,45039.0,96.0,1/0/00,192.144838,personal auto,four-door car,,,,,,,,,,
en54716,,,,,,,,,,,,,,,,,,,,,oregon,2395.57,doctor,f,21986.0,63.0,0.0,personal auto,333.696228,two-door car
en60878,oregon,m,bachelor,618311.15%,23712.0,85.0,1/0/00,personal auto,four-door car,376.126419,,,,,,,,,,,,,,,,,,,,
en61670,arizona,f,doctor,533246.27%,68931.0,66.0,1/0/00,personal auto,four-door car,309.577946,,,,,,,,,,,,,,,,,,,,
en65835,,,,,,,,,,,,,,,,,,,,,arizona,58753.88046,bachelor,f,24964.0,185.0,0.0,personal auto,888.0,suv
en72010,,,,,,,,,,,oregon,m,college,727143.40%,20545.0,70.0,1/0/00,336.0,personal auto,two-door car,,,,,,,,,,
en77569,,,,,,,,,,,,,,,,,,,,,oregon,3808.122147,college,f,94903.0,94.0,0.0,special auto,451.2,two-door car
en89709,,,,,,,,,,,,,,,,,,,,,arizona,2555.535685,doctor,f,18241.0,65.0,0.0,personal auto,151.991098,two-door car
en97874,,,,,,,,,,,,,,,,,,,,,oregon,6446.706674,high school or below,f,55037.0,80.0,1.0,corporate auto,481.823284,four-door car
eo17010,,,,,,,,,,,,,,,,,,,,,california,4751.280948,master,m,30887.0,119.0,0.0,personal auto,444.167713,suv
eo24423,,,,,,,,,,,,,,,,,,,,,arizona,2404.633766,master,m,22239.0,62.0,0.0,personal auto,297.6,four-door car
eo38569,,,,,,,,,,,,,,,,,,,,,washington,2195.295372,high school or below,f,0.0,62.0,1.0,personal auto,446.4,four-door car
eo40136,,,,,,,,,,,arizona,f,college,291224.84%,93403.0,73.0,1/0/00,295.224598,personal auto,four-door car,,,,,,,,,,
eo42272,,,,,,,,,,,,,,,,,,,,,california,10148.41973,bachelor,f,44856.0,66.0,1.0,corporate auto,316.8,four-door car
eo51920,,,,,,,,,,,,,,,,,,,,,oregon,19955.25713,high school or below,f,69096.0,99.0,0.0,corporate auto,64.669515,four-door car
eo56466,,,,,,,,,,,,,,,,,,,,,oregon,24660.48825,college,m,22070.0,72.0,0.0,special auto,345.6,four-door car
eo74797,,,,,,,,,,,,,,,,,,,,,arizona,7840.646748,bachelor,f,0.0,76.0,1.0,personal auto,364.8,four-door car
eo75698,,,,,,,,,,,,,,,,,,,,,oregon,22242.51659,bachelor,f,83894.0,110.0,0.0,personal auto,82.019005,four-door car
eo77382,,,,,,,,,,,,,,,,,,,,,arizona,8873.525122,bachelor,f,53503.0,114.0,0.0,personal auto,547.2,four-door car
eo87464,,,,,,,,,,,,,,,,,,,,,oregon,7915.980712,high school or below,m,31383.0,99.0,0.0,corporate auto,475.2,four-door car
eo91797,,,,,,,,,,,nevada,f,master,1564125.86%,32370.0,130.0,1/0/00,487.736171,corporate auto,suv,,,,,,,,,,
eo95166,,,,,,,,,,,,,,,,,,,,,oregon,4617.838205,bachelor,m,41167.0,118.0,0.0,personal auto,554.957693,four-door car
eo95328,oregon,f,bachelor,792010.54%,89284.0,67.0,1/3/00,personal auto,two-door car,321.6,,,,,,,,,,,,,,,,,,,,
eo95783,,,,,,,,,,,,,,,,,,,,,arizona,26763.82631,high school or below,m,84178.0,74.0,0.0,personal auto,12.588784,two-door car
eo99750,,,,,,,,,,,,,,,,,,,,,nevada,7256.576235,master,f,29053.0,181.0,0.0,personal auto,404.95431,sports car
ep10645,,,,,,,,,,,,,,,,,,,,,california,18677.85248,college,m,0.0,86.0,0.0,personal auto,538.649619,four-door car
ep18940,,,,,,,,,,,oregon,f,bachelor,947297.38%,0.0,86.0,1/0/00,412.8,personal auto,four-door car,,,,,,,,,,
ep26605,,,,,,,,,,,,,,,,,,,,,washington,5688.20499,bachelor,f,44833.0,72.0,0.0,personal auto,345.6,two-door car
ep29567,,,,,,,,,,,,,,,,,,,,,washington,7031.463693,master,m,16224.0,93.0,0.0,corporate auto,498.452698,four-door car
ep34249,,,,,,,,,,,,,,,,,,,,,oregon,13869.92705,college,m,28432.0,118.0,0.0,corporate auto,612.300581,suv
ep35930,,,,,,,,,,,,,,,,,,,,,oregon,5245.683756,master,f,46061.0,65.0,0.0,personal auto,21.612658,two-door car
ep46328,,,,,,,,,,,,,,,,,,,,,california,5555.830205,bachelor,m,74015.0,72.0,0.0,personal auto,471.443077,four-door car
ep48362,,,,,,,,,,,,,,,,,,,,,arizona,23813.52051,bachelor,m,88680.0,66.0,0.0,personal auto,201.762191,four-door car
ep61084,,,,,,,,,,,nevada,f,high school or below,321860.86%,68776.0,80.0,1/0/00,87.861666,personal auto,four-door car,,,,,,,,,,
ep61197,,,,,,,,,,,,,,,,,,,,,oregon,32643.07651,master,f,77915.0,115.0,0.0,personal auto,552.0,four-door car
ep64069,,,,,,,,,,,,,,,,,,,,,california,5138.244998,bachelor,f,72264.0,64.0,0.0,corporate auto,272.649844,four-door car
ep64833,,,,,,,,,,,,,,,,,,,,,california,6179.699689,high school or below,f,0.0,86.0,0.0,corporate auto,412.8,four-door car
ep72155,california,f,college,200435.07%,0.0,66.0,1/4/00,personal auto,four-door car,316.8,,,,,,,,,,,,,,,,,,,,
ep80820,california,,bachelor,592874.85%,40531.0,74.0,1/0/00,personal auto,two-door car,30.567357,,,,,,,,,,,,,,,,,,,,
ep82214,,,,,,,,,,,arizona,f,high school or below,2618080.53%,68189.0,82.0,1/1/00,343.121192,special auto,four-door car,,,,,,,,,,
ep83939,,,,,,,,,,,,,,,,,,,,,arizona,5575.751228,high school or below,m,91416.0,69.0,0.0,personal auto,109.904496,four-door car
ep93369,,,,,,,,,,,arizona,f,college,851052.59%,0.0,121.0,1/0/00,871.2,personal auto,sports car,,,,,,,,,,
eq15944,,,,,,,,,,,,,,,,,,,,,oregon,2953.617963,doctor,f,76474.0,74.0,2.0,personal auto,355.2,four-door car
eq59908,,,,,,,,,,,,,,,,,,,,,california,3237.996209,master,m,60244.0,83.0,3.0,corporate auto,326.281835,four-door car
eq62488,,,,,,,,,,,,,,,,,,,,,oregon,15031.5645,college,f,59456.0,189.0,0.0,personal auto,907.2,luxury car
eq68292,,,,,,,,,,,,,,,,,,,,,arizona,5334.784887,bachelor,m,74606.0,68.0,0.0,corporate auto,109.112713,two-door car
eq75249,,,,,,,,,,,,,,,,,,,,,arizona,5838.133617,college,f,55419.0,72.0,0.0,personal auto,171.166733,four-door car
eq82942,,,,,,,,,,,,,,,,,,,,,california,9338.08481,bachelor,f,0.0,132.0,0.0,personal auto,950.4,suv
eq87425,,,,,,,,,,,,,,,,,,,,,california,6919.016085,high school or below,f,0.0,69.0,1.0,corporate auto,40.401396,four-door car
eq90867,,,,,,,,,,,,,,,,,,,,,oregon,5431.213625,college,m,57125.0,68.0,0.0,corporate auto,326.4,four-door car
eq96084,,,,,,,,,,,,,,,,,,,,,california,7822.304151,bachelor,f,33963.0,99.0,0.0,corporate auto,222.626234,four-door car
er10834,,,,,,,,,,,,,,,,,,,,,nevada,2674.07551,master,f,68787.0,66.0,0.0,personal auto,105.379402,four-door car
er19995,washington,f,college,1778627.78%,99790.0,6464.0,1/0/00,personal auto,four-door car,178.986788,,,,,,,,,,,,,,,,,,,,
er20865,,,,,,,,,,,,,,,,,,,,,california,8652.652451,bachelor,m,65605.0,111.0,2.0,corporate auto,377.781658,two-door car
er24015,,,,,,,,,,,,,,,,,,,,,arizona,6930.625422,college,m,29318.0,198.0,5.0,personal auto,1386.824722,suv
er29107,,,,,,,,,,,,,,,,,,,,,oregon,6369.262355,high school or below,m,34498.0,83.0,0.0,personal auto,398.4,two-door car
er40041,,,,,,,,,,,oregon,f,college,2219580.30%,78965.0,183.0,1/0/00,145.587985,personal auto,luxury car,,,,,,,,,,
er49844,,,,,,,,,,,,,,,,,,,,,arizona,5041.447024,college,m,61972.0,64.0,2.0,personal auto,138.961963,four-door car
er50891,,,,,,,,,,,,,,,,,,,,,california,3450.328786,high school or below,m,39248.0,87.0,0.0,personal auto,386.765125,four-door car
er51965,,,,,,,,,,,,,,,,,,,,,washington,4240.925575,college,m,49746.0,111.0,3.0,corporate auto,589.298521,four-door car
er52041,,,,,,,,,,,,,,,,,,,,,california,3237.305187,college,m,0.0,90.0,0.0,personal auto,659.435886,four-door car
er63193,,,,,,,,,,,,,,,,,,,,,california,7715.103608,high school or below,f,48784.0,96.0,0.0,corporate auto,252.076899,four-door car
er65086,,,,,,,,,,,nevada,m,doctor,613166.32%,90778.0,76.0,1/0/00,62.291009,personal auto,four-door car,,,,,,,,,,
er66372,,,,,,,,,,,,,,,,,,,,,california,14914.53488,bachelor,f,45963.0,63.0,2.0,personal auto,302.4,four-door car
er97256,,,,,,,,,,,,,,,,,,,,,arizona,5380.898636,college,f,55350.0,67.0,0.0,personal auto,321.6,four-door car
es16126,,,,,,,,,,,california,m,college,433038.60%,60475.0,107.0,1/0/00,513.6,personal auto,four-door car,,,,,,,,,,
es21306,,,,,,,,,,,,,,,,,,,,,california,8558.927723,bachelor,m,0.0,125.0,0.0,personal auto,615.562164,suv
es34753,,,,,,,,,,,,,,,,,,,,,california,5165.202368,master,f,12904.0,132.0,0.0,personal auto,633.6,suv
es39217,oregon,f,bachelor,778500.42%,44897.0,99.0,1/1/00,personal auto,four-door car,580.72531,,,,,,,,,,,,,,,,,,,,
es57969,oregon,m,bachelor,245357.08%,29735.0,69.0,1/0/00,personal auto,four-door car,331.2,,,,,,,,,,,,,,,,,,,,
es66762,,,,,,,,,,,,,,,,,,,,,oregon,10656.88195,bachelor,f,72540.0,88.0,0.0,personal auto,631.743039,two-door car
es82658,,,,,,,,,,,,,,,,,,,,,oregon,6418.24871,master,m,46648.0,81.0,0.0,personal auto,123.576765,four-door car
es87355,,,,,,,,,,,,,,,,,,,,,oregon,7564.611951,bachelor,f,48381.0,63.0,0.0,personal auto,302.4,two-door car
es88339,,,,,,,,,,,,,,,,,,,,,california,3337.980868,master,m,60607.0,83.0,0.0,corporate auto,379.583119,four-door car
es90681,cali,f,college,241776.00%,51808.0,61.0,1/1/00,personal auto,four-door car,351.149904,,,,,,,,,,,,,,,,,,,,
es93923,,,,,,,,,,,,,,,,,,,,,oregon,8798.312515,bachelor,f,24550.0,111.0,0.0,personal auto,536.00374,four-door car
es97399,,,,,,,,,,,,,,,,,,,,,nevada,10714.21449,high school or below,m,55994.0,92.0,2.0,corporate auto,441.6,four-door car
es97823,,,,,,,,,,,,,,,,,,,,,oregon,24096.23695,bachelor,f,0.0,97.0,0.0,personal auto,1154.635974,four-door car
et10831,,,,,,,,,,,,,,,,,,,,,oregon,5116.727579,college,m,95427.0,65.0,0.0,personal auto,442.808018,four-door car
et22260,,,,,,,,,,,nevada,m,doctor,558530.81%,0.0,80.0,1/0/00,6.281344,corporate auto,four-door car,,,,,,,,,,
et39822,,,,,,,,,,,,,,,,,,,,,california,8256.2978,bachelor,f,62902.0,69.0,0.0,personal auto,159.383042,two-door car
et44462,,,,,,,,,,,,,,,,,,,,,arizona,5013.136429,high school or below,m,65165.0,126.0,1.0,personal auto,604.8,suv
et45138,,,,,,,,,,,,,,,,,,,,,california,5553.18672,college,f,33255.0,138.0,0.0,personal auto,662.4,sports car
et47892,,,,,,,,,,,,,,,,,,,,,oregon,12280.76661,college,m,88340.0,102.0,0.0,personal auto,489.6,two-door car
et64028,,,,,,,,,,,california,f,high school or below,401231.93%,47221.0,99.0,1/0/00,475.2,personal auto,two-door car,,,,,,,,,,
et64307,,,,,,,,,,,,,,,,,,,,,california,12522.53868,bachelor,f,44341.0,105.0,0.0,personal auto,355.114822,sports car
et79528,,,,,,,,,,,california,m,college,311898.11%,23008.0,79.0,1/1/00,80.663097,personal auto,four-door car,,,,,,,,,,
et79815,california,,college,592672.94%,23091.0,96.0,1/5/00,personal auto,four-door car,460.8,,,,,,,,,,,,,,,,,,,,
et80689,,,,,,,,,,,,,,,,,,,,,california,8711.302422,college,m,92606.0,109.0,0.0,special auto,287.437831,suv
et81343,,,,,,,,,,,,,,,,,,,,,california,8750.643581,doctor,m,59047.0,76.0,3.0,personal auto,364.8,four-door car
et87938,,,,,,,,,,,,,,,,,,,,,oregon,4328.864771,college,m,24711.0,62.0,0.0,personal auto,362.989533,two-door car
et88948,,,,,,,,,,,,,,,,,,,,,california,5503.440723,bachelor,f,76839.0,68.0,0.0,personal auto,326.4,four-door car
et89070,,,,,,,,,,,,,,,,,,,,,california,9448.833931,high school or below,f,85221.0,117.0,0.0,personal auto,516.907624,sports car
et90029,,,,,,,,,,,,,,,,,,,,,arizona,25626.70699,doctor,f,14278.0,134.0,0.0,personal auto,346.319404,sports car
eu19773,,,,,,,,,,,,,,,,,,,,,arizona,8578.364528,high school or below,f,78077.0,107.0,2.0,personal auto,438.069458,four-door car
eu21305,,,,,,,,,,,,,,,,,,,,,arizona,2500.837384,college,m,56172.0,64.0,0.0,personal auto,307.2,four-door car
eu27538,oregon,male,master,1804247.94%,35704.0,225.0,1/0/00,personal auto,luxury car,358.281562,,,,,,,,,,,,,,,,,,,,
eu38033,,,,,,,,,,,,,,,,,,,,,nevada,5897.745369,high school or below,m,39188.0,74.0,0.0,personal auto,355.2,four-door car
eu48798,,,,,,,,,,,,,,,,,,,,,nevada,8160.587729,college,f,24980.0,71.0,0.0,personal auto,511.2,two-door car
